"UniqueTransactionId";"UniqueOrderId";"TransactionPlaceStatus";"InitiatingOrderTime";"OrderPlacedTime";"CompletedOrderTransactionDate";"TransactionStatus";"UserId";"OrderCreatedDate";"GrossPrice";"UniquePackageId"
"00700f25-2ab5-4d37-b849-7407d44606cf";"713906201910013";"Pending";"2019-07-10 04:47:36";NULL;NULL;"init";"8";"2019-07-10 04:47:38";"50000";"f623443a-d9cf-4302-97da-d29fd2696997"
"0075d375-171b-46c3-ba05-c7b2425c0e61";"967711201918416";"Pending";"2019-12-18 03:19:37";NULL;NULL;"init";"148";"2019-12-18 03:19:37";"100000";"37695149-ebaf-4c88-8766-5470860be535"
"0140d996-9e7c-4740-b6fc-800f3ae6ea59";"079606201911054";"Pending";"2019-07-11 08:10:52";NULL;NULL;"init";"117";"2019-07-11 08:10:52";"45000";"f623443a-d9cf-4302-97da-d29fd2696997"
"01f6fbeb-7657-4877-904f-27a779907463";"35240020200308";"alfamart";"2020-01-03 09:45:35";"2020-01-03 16:45:39";"2020-01-03 09:54:12";"settlement";"153";"2020-01-03 09:45:35";"390000";"9e7135ca-753b-4e5b-bff1-c27d45d1fe85"
"027e7b8a-5d18-4d66-9d5f-abe16123d7b4";"190111201918916";"Pending";"2019-12-18 04:27:51";NULL;NULL;"init";"148";"2019-12-18 04:27:51";"100000";"37695149-ebaf-4c88-8766-5470860be535"
"047130ea-a366-40a6-9b9d-bdfb85a67cb0";"295611201919015";"Pending";"2019-12-19 02:51:35";NULL;NULL;"init";"139";"2019-12-19 02:51:35";"100000";"37695149-ebaf-4c88-8766-5470860be535"
"04d0df3c-42fd-46f7-a6b7-82d619f1e56b";"189611201918516";"Pending";"2019-12-18 02:40:30";NULL;NULL;"init";"148";"2019-12-18 02:40:30";"100000";"37695149-ebaf-4c88-8766-5470860be535"
"06527da1-0cf0-49c9-8c5f-888e6f4d4aee";"051508201926208";"alfamart";"2019-09-26 19:21:01";"2019-09-27 02:21:04";"2019-09-26 19:25:28";"settlement";"43";"2019-09-26 19:21:01";"50000";"f623443a-d9cf-4302-97da-d29fd2696997"
"07161b0e-e0d5-4d25-9790-89bd1f716451";"778411201905802";"indomaret";"2019-12-05 03:39:22";"2019-12-05 10:40:20";"2019-12-05 03:48:24";"deny";"123";"2019-12-05 03:39:22";"450000";"9e7135ca-753b-4e5b-bff1-c27d45d1fe85"
"07308d5a-bb15-4a82-8ba8-a1f0ad342e0e";"55730020200308";"alfamart";"2020-01-03 10:19:03";"2020-01-03 17:21:20";"2020-01-06 06:30:33";"settlement";"123";"2020-01-03 10:19:03";"120000";"43827957-7c98-436d-9a9b-2eb47096ef67"
"0790067b-01b8-405c-b081-13cc1e2e7f90";"110211201902908";"gopay";"2019-12-02 09:57:28";"2019-12-02 16:57:44";"2019-12-02 10:20:33";"expire";"7";"2019-12-02 09:57:28";"25000";"1cb3dfd6-eb8a-42ca-8f72-56fc95f78f82"
"07ee9ce7-9a2c-4a8f-95a6-eb82e4bc0aa8";"295010201928811";"indomaret";"2019-11-28 07:42:32";"2019-11-28 14:42:41";"2019-11-28 07:42:58";"settlement";"123";"2019-11-28 07:42:32";"450000";"9e7135ca-753b-4e5b-bff1-c27d45d1fe85"
"07fc555b-fe56-4f84-9d33-8a66c94383ad";"955006201910313";"bca";"2019-07-10 13:36:14";"2019-07-10 20:40:27";"2019-07-11 13:40:31";"expire";"43";"2019-07-10 13:36:15";"50000";"f623443a-d9cf-4302-97da-d29fd2696997"
"08f0028c-4f29-41d5-8137-76c0d469954e";"276011201918615";"Pending";"2019-12-18 04:23:41";NULL;NULL;"init";"148";"2019-12-18 04:23:41";"100000";"37695149-ebaf-4c88-8766-5470860be535"
"0941d06d-6651-425f-aaa6-884a2d92ab17";"516711201917615";"Pending";"2019-12-17 08:07:23";NULL;NULL;"init";"148";"2019-12-17 08:07:23";"100000";"37695149-ebaf-4c88-8766-5470860be535"
"0a227588-1743-4c8a-8078-b6cb96c7c0eb";"207711201917315";"Pending";"2019-12-17 10:52:16";NULL;NULL;"init";"148";"2019-12-17 10:52:16";"100000";"37695149-ebaf-4c88-8766-5470860be535"
"0aea4fa5-3938-4023-afbd-16a1f62abad0";"923911201916306";"Pending";"2019-12-16 08:01:47";NULL;NULL;"init";"7";"2019-12-16 08:01:47";"130000";"43827957-7c98-436d-9a9b-2eb47096ef67"
