"UniqueUserActionId";"UserActionCreatedDate";"UniqueTransactionId";"UserId";"UniqueActionPackageId"
"288f66fe-f362-4f51-bc2f-d0fe9a7bb9b0";"2019-10-13 10:10:37";NULL;"97";"1cb3dfd6-eb8a-42ca-8f72-56fc95f78f82"
"2a5861ee-5c62-401d-9a06-64a8586c5444";"2019-12-17 18:09:21";"1e3ab1ff-9ab0-43b3-b4f3-ca2791a7d245";"7";"43827957-7c98-436d-9a9b-2eb47096ef67"
"2b89bf8e-e780-442e-9652-c4d73fb23cab";"2019-10-09 09:48:55";"aeb11391-bd5e-4dce-bb22-59eef8dc5b20";"97";"65f46971-e2c1-4ae9-b52e-4b88de5d5e8e"
"2bc73dc6-ba1e-4fca-ba7a-5031358a1f80";"2019-07-03 09:25:53";"1281395659354953";"12";"f623443a-d9cf-4302-97da-d29fd2696997"
"2dca38cb-c7c2-4e80-8aed-00428db34c63";"2019-07-10 15:58:22";"c847e65c-9254-42e7-92b7-fd13f0027400";"43";"f623443a-d9cf-4302-97da-d29fd2696997"
"2df4ce85-6f85-4dad-aa80-41c313ff7c80";"2019-07-03 09:58:28";"1281395659354953";"12";"f623443a-d9cf-4302-97da-d29fd2696997"
"2e06c8cc-9d60-4288-86b2-cb0757d43cb4";"2019-10-13 10:10:36";NULL;"86";"1cb3dfd6-eb8a-42ca-8f72-56fc95f78f82"
"2ee14e27-152b-4b2e-abad-00537afb5fcb";"2019-12-04 10:57:22";"87c475ba-6427-4315-903a-19d3cf81a125";"123";"9e7135ca-753b-4e5b-bff1-c27d45d1fe85"
"2ef0eef9-4006-43a3-8ce4-2808f253f3ff";"2019-10-12 19:13:29";NULL;"82";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"2f63b7a2-d2cb-4b83-aead-1f5e98f950f1";"2019-10-12 19:13:30";NULL;"119";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"2f820d41-09cc-4edf-9884-2abb876dc4a5";"2019-10-13 11:33:08";NULL;"22";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"2fc5a20a-60aa-4227-bb46-3d96f243763b";"2019-10-12 19:13:26";NULL;"54";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"30d77e07-20e1-40b1-a41a-003f5681a8b8";"2019-10-12 19:13:24";NULL;"41";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"31e54d2a-182c-4ddb-91ba-356b269a9e85";"2019-10-13 10:10:33";NULL;"25";"1cb3dfd6-eb8a-42ca-8f72-56fc95f78f82"
"352e966c-a3b2-4c58-bbe6-33c3439754a7";"2019-10-12 19:13:29";NULL;"130";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"355b444c-a3ab-4f16-919a-7624f84589e5";"2019-12-03 13:14:50";"a286146c-63f6-4096-8770-0549534f8c1b";"123";"9e7135ca-753b-4e5b-bff1-c27d45d1fe85"
"363268c2-6367-4732-881e-6162204109fe";"2019-10-12 17:40:21";NULL;"121";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"365fd023-f857-4788-88a6-7fd8834f8f0d";"2019-12-15 04:10:03";"cf7149bb-8def-411c-93bd-bfe51656a180";"43";"9c85d23a-47f0-4e51-bb96-2597e95615aa"
"370537f1-ab1c-44df-8d9b-54793d5e6648";"2019-10-13 10:10:45";NULL;"125";"1cb3dfd6-eb8a-42ca-8f72-56fc95f78f82"
"37250860-fbfa-4e7f-be91-7ba6ffb84a09";"2019-10-12 19:13:23";NULL;"23";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"372dca9f-14fc-4c36-b357-300752f40108";"2019-10-12 19:13:29";NULL;"100";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"37969be7-b018-4560-a836-6d49f6268f85";"2019-12-05 11:01:12";"514cd271-8c4e-44d4-9d57-177e02f865df";"123";"9e7135ca-753b-4e5b-bff1-c27d45d1fe85"
"37c78d12-6546-43bb-96e2-88ea088cab4b";"2019-10-24 11:18:13";NULL;"123";"1cb3dfd6-eb8a-42ca-8f72-56fc95f78f82"
"37d1184b-0134-4963-848c-252fd4c3d2b6";"2019-10-12 19:13:29";NULL;"126";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"3985376e-6f94-4150-8663-3719ae2b432e";"2019-10-24 17:16:55";NULL;"123";"1cb3dfd6-eb8a-42ca-8f72-56fc95f78f82"
"39a2f44d-ef99-4b2e-8e1f-f64c9ce3448a";"2019-07-08 13:29:17";NULL;"43";"d2961f68-9350-4b2b-939a-474bad8dc928"
"39d532d2-5161-4623-88d3-6193ca50de21";"2019-10-12 19:13:23";NULL;"3";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"3bbdb2d7-cb6f-4f24-8b84-15334f7b9fef";"2019-10-12 19:13:26";NULL;"49";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"3c841e09-c7d1-4dbd-b5ea-981a13bf335a";"2019-10-11 17:08:41";"f4f3b5e5-48d3-4c3e-a7f6-12b719e13f76";"7";"65f46971-e2c1-4ae9-b52e-4b88de5d5e8e"
"3cb68289-5c34-437e-9078-d24645d1f7c1";"2019-11-15 09:50:47";"41e29c0e-3853-4d84-a007-9e3edce7c6e7";"7";"43827957-7c98-436d-9a9b-2eb47096ef67"
"3d6a6509-a6b6-4e67-8c61-4be9dc1e228f";"2019-10-28 14:24:54";"19347577-ec0b-4992-9816-a49431402723";"43";"9e7135ca-753b-4e5b-bff1-c27d45d1fe85"
"3da43119-8010-4ff5-8c7e-c6f3219de677";"2020-01-10 10:46:34";"228dad60-3998-4b64-9dbd-b6119efd9b1c";"123";"9e7135ca-753b-4e5b-bff1-c27d45d1fe85"
"4237db98-3eda-4e49-b99e-a9961e7afd60";"2019-10-13 11:33:10";NULL;"47";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"42773690-670b-4372-aef0-14362996d163";"2019-07-08 13:23:07";NULL;"12";"d2961f68-9350-4b2b-939a-474bad8dc928"
"43bfa741-4668-45e5-b88f-3b7ddea3bd94";"2019-10-12 19:13:29";NULL;"99";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"43f61ddd-e727-498c-8603-4017c5bc08f0";"2019-10-13 10:10:48";NULL;"129";"1cb3dfd6-eb8a-42ca-8f72-56fc95f78f82"
"4408a03d-f484-40b3-a08c-c67e944f404a";"2019-07-08 12:19:23";NULL;"2";"d2961f68-9350-4b2b-939a-474bad8dc928"
"48c6057b-2866-4481-a91f-72ef61b81af6";"2019-07-08 10:57:06";NULL;"0";"d2961f68-9350-4b2b-939a-474bad8dc928"
"48d438ae-d8e3-4eb1-94ad-3dd4ddf40c74";"2020-01-10 10:51:10";"0ca29920-35cf-4bb3-a424-ef112d05686b";"123";"9e7135ca-753b-4e5b-bff1-c27d45d1fe85"
"490dad4f-4489-46d2-9325-8888479c2e26";"2019-10-09 16:41:59";"3ecec2bc-cddb-4b76-848e-b5631af21716";"123";"1cb3dfd6-eb8a-42ca-8f72-56fc95f78f82"
"4970eacb-d65b-4cda-a8e5-4cf0ba323f14";"2019-12-03 02:27:44";"0c6992ec-884a-42a1-ade3-2725dbeac368";"7";"43827957-7c98-436d-9a9b-2eb47096ef67"
"49be1ed3-2184-4326-84ec-d6cbfe15fb77";"2019-12-03 13:20:45";"7116ad7e-778a-456a-962a-a76bb765ed09";"123";"9e7135ca-753b-4e5b-bff1-c27d45d1fe85"
"4a198b0c-ac81-4a81-9f69-3248aa565572";"2019-11-28 14:34:35";"aa54846a-787f-4151-918b-528e085d7841";"123";"65f46971-e2c1-4ae9-b52e-4b88de5d5e8e"
"4beb1f7c-a17d-428e-ae2d-5930db3b29e6";"2019-10-12 19:13:29";NULL;"107";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"4c082ae1-a90d-4eec-a03e-87dccc075d55";"2019-10-12 19:13:26";NULL;"55";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"4d2c0c01-eaff-4f8c-b7c7-8e324bc25ffa";"2019-07-03 09:20:51";"1281395659354953";"12";"f623443a-d9cf-4302-97da-d29fd2696997"
"4d8580c0-f26b-474d-88e0-01a1b7b8b1e7";"2019-10-13 10:10:39";NULL;"107";"1cb3dfd6-eb8a-42ca-8f72-56fc95f78f82"
"4dcebcdf-a919-4a59-8526-50e19d109e1a";"2019-10-12 19:13:29";NULL;"121";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"501219f1-f930-4201-9acb-afab8f8e6180";"2019-12-03 14:38:43";"ff5bf355-6b60-4127-a204-ebd49871e75f";"123";"9e7135ca-753b-4e5b-bff1-c27d45d1fe85"
"50a9a059-a962-44ca-8f9e-a54ec1217d36";"2019-07-03 10:02:43";"1281395659354953";"12";"f623443a-d9cf-4302-97da-d29fd2696997"
"51923115-5297-4f78-be57-41ad349bdc09";"2019-10-09 18:54:47";NULL;"97";"c78c0b14-06b7-4896-8920-b7089e178c3f"
"53b16a66-132f-424c-97e3-ffaf341963ff";"2019-10-12 19:13:28";NULL;"94";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"547814ed-4623-4e26-8b7d-9d9e631c0955";"2020-01-03 16:28:23";"0c892e7d-4a83-4ee6-af8d-765da62d4343";"123";"9e7135ca-753b-4e5b-bff1-c27d45d1fe85"
"58010452-3641-4866-8d75-fe0e15009643";"2019-12-03 13:26:38";"70fb754e-9320-4420-9737-86ac4450891b";"123";"9e7135ca-753b-4e5b-bff1-c27d45d1fe85"
"583aaf76-b688-4c09-9e87-8a05b919ff6d";"2019-10-13 11:33:09";NULL;"23";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"59c180a1-e1b5-4a99-bd81-72a5c43defd1";"2019-10-13 11:33:13";NULL;"127";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"59d34960-3906-4a39-baaa-36d18c3fed14";"2019-10-13 11:33:08";NULL;"7";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"5a26d3f3-3c27-417d-bbe7-039c917efe9d";"2019-10-09 18:32:09";"1e972fd4-b882-41d2-adef-5691ea1936cb";"97";"1cb3dfd6-eb8a-42ca-8f72-56fc95f78f82"
"5a422c0b-ea45-4e80-9695-12320bda1ffd";"2019-12-11 12:26:38";"2a58aa1d-ea61-4bd6-bde3-a4bf39b119b9";"123";"9e7135ca-753b-4e5b-bff1-c27d45d1fe85"
"5b2c1672-888e-4952-969e-1afa42d242cc";"2019-10-12 19:13:27";NULL;"72";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"5bfae134-d99b-4819-9acd-a4d7d2ab3554";"2020-01-03 17:04:42";"cc230796-ca5e-4ec0-992b-9073e3fe8ff2";"154";"9e7135ca-753b-4e5b-bff1-c27d45d1fe85"
"5d9cd5e8-073c-4507-a6d8-2955ec972f59";"2019-10-13 10:10:48";NULL;"130";"1cb3dfd6-eb8a-42ca-8f72-56fc95f78f82"
"5e9c02ef-77ab-4573-bb0a-72dd8694347e";"2019-10-12 19:13:24";NULL;"26";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"60176279-4ac5-4895-b2e5-ba9f81338ede";"2019-10-13 11:33:13";NULL;"126";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"60cd3335-683f-4732-8b69-0b37562b1b6e";"2019-10-12 19:13:26";NULL;"60";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"6111a55b-6436-4320-87f3-ddc2e4dd2487";"2019-07-04 15:20:00";NULL;"0";"d2961f68-9350-4b2b-939a-474bad8dc928"
"62548371-471e-4590-8078-6c62a1d5fb33";"2019-10-13 10:10:46";NULL;"128";"1cb3dfd6-eb8a-42ca-8f72-56fc95f78f82"
"63371bff-7a38-4d09-a2bd-88ca53264f92";"2020-01-02 14:41:52";"f069d007-37a6-4991-bc2a-292af52326c1";"123";"37695149-ebaf-4c88-8766-5470860be535"
"635f3eaa-5085-49cf-b784-8c9e2cc31ce5";"2019-07-08 14:23:55";NULL;"12";"d2961f68-9350-4b2b-939a-474bad8dc928"
"63bc78a0-4d26-42c8-ad48-20bf8655bf4a";"2019-10-13 11:33:11";NULL;"118";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"64184d9c-db6c-48d3-9ecc-5360f321c255";"2019-10-12 19:13:27";NULL;"66";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"65402f94-631d-4d54-81a9-031c125f868b";"2019-10-09 10:45:16";"ee729b32-dcc9-4a88-9151-2787b384f7d0";"123";"f623443a-d9cf-4302-97da-d29fd2696997"
"65d66838-9a2d-4099-a30a-0991faa7f298";"2019-10-12 19:13:27";NULL;"64";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"665784b6-b70c-4fad-ad26-d23b606d2789";"2019-07-08 11:42:52";NULL;"0";"d2961f68-9350-4b2b-939a-474bad8dc928"
"66953b6b-16a7-4cf4-8980-c0ae302b41c0";"2019-07-08 13:18:53";NULL;"12";"d2961f68-9350-4b2b-939a-474bad8dc928"
"68019874-236c-430a-8ec6-db08c3e7b6ed";"2019-11-28 14:42:59";"07ee9ce7-9a2c-4a8f-95a6-eb82e4bc0aa8";"123";"9e7135ca-753b-4e5b-bff1-c27d45d1fe85"
"680cdf51-e0d1-4ef7-a77a-d9d59c0325c3";"2019-07-09 13:40:44";NULL;"104";"f623443a-d9cf-4302-97da-d29fd2696997"
"689791ed-1edb-4d6f-91ad-c8780015860f";"2019-10-12 19:13:26";NULL;"39";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"68aeff81-6797-4ac2-b2d3-f97771baeea9";"2019-07-05 14:41:31";NULL;"0";"d2961f68-9350-4b2b-939a-474bad8dc928"
"695fe7ea-8349-4ec6-879c-036bc5fc928a";"2019-07-10 15:55:20";"50100920-bd5a-44c9-a8e5-c70f12c5f93a";"84";"f623443a-d9cf-4302-97da-d29fd2696997"
"6ae46a86-3844-41a8-8659-e279abb032dd";"2019-10-12 19:13:28";NULL;"104";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"6b2dfad1-7819-46f0-b20a-a87bbd1a3b19";"2019-10-12 19:13:24";NULL;"21";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"6b4f21a2-9b5e-41ff-a2fa-20cf35d4db09";"2019-10-12 19:13:26";NULL;"47";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"6bcf4bd9-ded8-4f3c-9ed2-0e2b66b0cc00";"2019-10-13 10:10:41";NULL;"118";"1cb3dfd6-eb8a-42ca-8f72-56fc95f78f82"
"6bd647cb-7c91-4d9b-9ee4-6e63df6845c1";"2019-10-13 11:33:16";NULL;"131";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"6c1ea074-5eb1-4191-9756-de1a4bdd7146";"2019-10-13 11:33:14";NULL;"129";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"6ce1d97b-3898-4792-8a1d-2bf39607bc2d";"2019-12-02 09:50:33";"35fe8588-e7ea-44ef-bd50-79e6e7972d64";"148";"9e7135ca-753b-4e5b-bff1-c27d45d1fe85"
"6ee76d54-8149-4471-91d1-47d0437bb75c";"2019-10-12 19:13:29";NULL;"111";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"6f3290cd-e226-4542-a75d-758aec9576d5";"2019-10-12 19:13:27";NULL;"67";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"6f5cf7ff-fefe-417e-b42e-14d8cb05469d";"2019-07-03 09:52:04";"1281395659354953";"12";"f623443a-d9cf-4302-97da-d29fd2696997"
"700117ff-38d9-4811-b905-cb5b1e41f915";"2019-10-12 19:13:26";NULL;"52";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"70840847-2199-471a-a56e-4e8643e2d510";"2019-07-09 14:03:39";NULL;"43";"d2961f68-9350-4b2b-939a-474bad8dc928"
"717e04d7-197d-4b44-bc8c-951da34176ca";"2019-10-12 17:40:21";NULL;"120";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"727bdd20-e23f-4c0e-9acc-5179d4b9a357";"2019-10-12 19:13:26";NULL;"51";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"728c65e9-473a-436c-8414-e9ede7e96315";"2019-10-12 17:40:21";NULL;"131";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"733efe70-ef2a-4d0a-a6cf-f337490575f3";"2020-01-10 10:52:35";"e95c7d77-24f9-4c6d-b2d2-d0489ba07dd7";"123";"9e7135ca-753b-4e5b-bff1-c27d45d1fe85"
"74cd6576-7646-4984-b96f-d84f51e9170b";"2019-10-24 17:33:13";NULL;"123";"a604df3b-e114-462c-b5ef-e96464b2ab60"
"75161ea6-741a-4dc0-8965-a489946d640a";"2019-10-09 17:01:25";"c883cba4-ea28-4859-a2a7-c033b34c7198";"97";"1cb3dfd6-eb8a-42ca-8f72-56fc95f78f82"
"752ab944-6a0f-4f2e-8c98-e5b6862a6cfd";"2019-10-13 10:10:44";NULL;"123";"1cb3dfd6-eb8a-42ca-8f72-56fc95f78f82"
"768b4ba6-3a86-45a7-be08-265d60e6d4a4";"2019-10-12 19:13:24";NULL;"36";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"792d7a0e-fbbe-4d31-8e09-b51f22c37672";"2019-10-13 10:10:35";NULL;"84";"1cb3dfd6-eb8a-42ca-8f72-56fc95f78f82"
"7a483f25-c530-46da-835d-254ef7d12f79";"2019-07-08 11:36:54";NULL;"1";"d2961f68-9350-4b2b-939a-474bad8dc928"
"7a9e5a9a-bff9-4faa-ab19-a80a1dc9b154";"2019-10-12 19:13:28";NULL;"89";"021ca281-b694-43e8-936a-9cbf98cbbdce"
"7c65dc76-659d-42a5-9058-bb77b792992a";"2019-10-12 19:13:30";NULL;"131";"021ca281-b694-43e8-936a-9cbf98cbbdce"
